date,rate
2000-11-13,9.600800
2000-11-14,9.558000
2000-11-15,9.496300
2000-11-16,9.462500
2000-11-17,9.482800
2000-11-21,9.482800
2000-11-22,9.409800
2000-11-23,9.379000
2000-11-24,9.405700
2000-11-27,9.393000
2000-11-28,9.369200
2000-11-29,9.405800
2000-11-30,9.397300
2000-12-04,9.415500
2000-12-05,9.413200
2000-12-06,9.373700
2000-12-07,9.402000
2000-12-08,9.426300
2000-12-11,9.398400
2000-12-13,9.441800
2000-12-14,9.449700
2000-12-15,9.412700
2000-12-18,9.407900
2000-12-19,9.378800
2000-12-20,9.379000
2000-12-21,9.434800
2000-12-22,9.572700
2000-12-26,9.598000
2000-12-27,9.520100
2000-12-28,9.572200
2000-12-29,9.599700
2001-01-02,9.609800
2001-01-03,9.714000
2001-01-04,9.834000
2001-01-05,9.708000
2001-01-08,9.754600
2001-01-09,9.690000
2001-01-10,9.741700
2001-01-11,9.816700
2001-01-12,9.854800
2001-01-15,9.879800
2001-01-16,9.901800
2001-01-17,9.977800
2001-01-18,9.887800
2001-01-19,9.887000
2001-01-22,9.795300
2001-01-23,9.786300
2001-01-24,9.768300
2001-01-25,9.692300
2001-01-26,9.683000
2001-01-29,9.690900
2001-01-30,9.668700
2001-01-31,9.669200
2001-02-01,9.682800
2001-02-02,9.732800
2001-02-06,9.756000
2001-02-07,9.699800
2001-02-08,9.694500
2001-02-09,9.646400
2001-02-12,9.723800
2001-02-13,9.738900
2001-02-14,9.706500
2001-02-15,9.721900
2001-02-16,9.676300
2001-02-19,9.702200
2001-02-20,9.704400
2001-02-21,9.679700
2001-02-22,9.709000
2001-02-23,9.727800
2001-02-26,9.718300
2001-02-27,9.661800
2001-02-28,9.682700
2001-03-01,9.702500
2001-03-02,9.705200
2001-03-05,9.668800
2001-03-06,9.637000
2001-03-07,9.640900
2001-03-08,9.654200
2001-03-09,9.646800
2001-03-12,9.670300
2001-03-13,9.662500
2001-03-14,9.632000
2001-03-15,9.576000
2001-03-16,9.584300
2001-03-19,9.623300
2001-03-20,9.568300
2001-03-22,9.518800
2001-03-23,9.572200
2001-03-26,9.654000
2001-03-27,9.531500
2001-03-28,9.513900
2001-03-29,9.538000
2001-03-30,9.520300
2001-04-02,9.493300
2001-04-03,9.415200
2001-04-04,9.391400
2001-04-05,9.420100
2001-04-06,9.414000
2001-04-09,9.405900
2001-04-10,9.358700
2001-04-11,9.309300
2001-04-16,9.290800
2001-04-17,9.323000
2001-04-18,9.272300
2001-04-19,9.196600
2001-04-20,9.274800
2001-04-23,9.352500
2001-04-24,9.370000
2001-04-25,9.276800
2001-04-26,9.312300
2001-04-27,9.267100
2001-04-30,9.304900
2001-05-02,9.253700
2001-05-03,9.283000
2001-05-04,9.287300
2001-05-07,9.257900
2001-05-08,9.221200
2001-05-09,9.204800
2001-05-10,9.216000
2001-05-11,9.196700
2001-05-14,9.225000
2001-05-15,9.192200
2001-05-16,9.161000
2001-05-17,9.164500
2001-05-18,8.995200
2001-05-21,8.977400
2001-05-22,8.942800
2001-05-23,8.966000
2001-05-24,9.039800
2001-05-25,9.080500
2001-05-28,9.094500
2001-05-29,9.078100
2001-05-30,9.085100
2001-05-31,9.165300
2001-06-01,9.183500
2001-06-04,9.173500
2001-06-05,9.136900
2001-06-06,9.172200
2001-06-07,9.120800
2001-06-08,9.123500
2001-06-11,9.068000
2001-06-12,9.029000
2001-06-13,9.094000
2001-06-14,9.118000
2001-06-15,9.052300
2001-06-18,9.052200
2001-06-19,9.050200
2001-06-20,9.079200
2001-06-21,9.079800
2001-06-22,9.057000
2001-06-25,9.073000
2001-06-26,9.059500
2001-06-27,9.060600
2001-06-28,9.060800
2001-06-29,9.090000
2001-07-02,9.070800
2001-07-03,9.022100
2001-07-04,9.025800
2001-07-05,9.070700
2001-07-06,9.031200
2001-07-09,9.150300
2001-07-10,9.119300
2001-07-11,9.147600
2001-07-12,9.295300
2001-07-13,9.342000
2001-07-16,9.354200
2001-07-17,9.291800
2001-07-18,9.185500
2001-07-19,9.128300
2001-07-20,9.200000
2001-07-23,9.179600
2001-07-24,9.110700
2001-07-25,9.108700
2001-07-26,9.159900
2001-07-27,9.157000
2001-07-30,9.192000
2001-07-31,9.147200
2001-08-01,9.140800
2001-08-02,9.211100
2001-08-03,9.169800
2001-08-06,9.163800
2001-08-07,9.129200
2001-08-08,9.120000
2001-08-09,9.095800
2001-08-10,9.089700
2001-08-13,9.124700
2001-08-14,9.086300
2001-08-15,9.120600
2001-08-16,9.094000
2001-08-17,9.083300
2001-08-20,9.115500
2001-08-21,9.138300
2001-08-22,9.122700
2001-08-23,9.115800
2001-08-24,9.120500
2001-08-27,9.144400
2001-08-28,9.112300
2001-08-29,9.136500
2001-08-30,9.143800
2001-08-31,9.169200
2001-09-03,9.200000
2001-09-04,9.193600
2001-09-05,9.195700
2001-09-06,9.258700
2001-09-07,9.289800
2001-09-10,9.324200
2001-09-11,9.371600
2001-09-12,9.547500
2001-09-13,9.444700
2001-09-14,9.474800
2001-09-17,9.494200
2001-09-18,9.447800
2001-09-19,9.445500
2001-09-20,9.418500
2001-09-21,9.480200
2001-09-24,9.484800
2001-09-25,9.431500
2001-09-26,9.484200
2001-09-27,9.525800
2001-09-28,9.554200
2001-10-01,9.509800
2001-10-02,9.503700
2001-10-03,9.521700
2001-10-04,9.527300
2001-10-05,9.524300
2001-10-08,9.580800
2001-10-09,9.566600
2001-10-10,9.516300
2001-10-11,9.405300
2001-10-12,9.339700
2001-10-15,9.353800
2001-10-16,9.275300
2001-10-17,9.235000
2001-10-18,9.234000
2001-10-19,9.231000
2001-10-22,9.197100
2001-10-23,9.197700
2001-10-24,9.224300
2001-10-25,9.217300
2001-10-26,9.246900
2001-10-29,9.272200
2001-10-30,9.242100
2001-10-31,9.268200
2001-11-01,9.254200
2001-11-02,9.289200
2001-11-05,9.278300
2001-11-06,9.222100
2001-11-07,9.213200
2001-11-08,9.208800
2001-11-09,9.211500
2001-11-12,9.231800
2001-11-13,9.270800
2001-11-14,9.251900
2001-11-15,9.236200
2001-11-16,9.202800
2001-11-19,9.212100
2001-11-21,9.196800
2001-11-22,9.140900
2001-11-23,9.154700
2001-11-26,9.147600
2001-11-27,9.164700
2001-11-28,9.237200
2001-11-29,9.276200
2001-11-30,9.281500
2001-12-03,9.268100
2001-12-04,9.205000
2001-12-05,9.219700
2001-12-06,9.216500
2001-12-07,9.240100
2001-12-10,9.212400
2001-12-11,9.186500
2001-12-13,9.181900
2001-12-14,9.120400
2001-12-17,9.079800
2001-12-18,9.119800
2001-12-19,9.105200
2001-12-20,9.117500
2001-12-21,9.168200
2001-12-24,9.123500
2001-12-26,9.092300
2001-12-27,9.095700
2002-01-02,9.169500
2002-01-03,9.103700
2002-01-04,9.114200
2002-01-07,9.136800
2002-01-08,9.155400
2002-01-09,9.167800
2002-01-10,9.204400
2002-01-11,9.244400
2002-01-14,9.273400
2002-01-15,9.192300
2002-01-16,9.171100
2002-01-17,9.199300
2002-01-18,9.125500
2002-01-21,9.119000
2002-01-22,9.121900
2002-01-23,9.152100
2002-01-24,9.148000
2002-01-25,9.122700
2002-01-28,9.129500
2002-01-29,9.158500
2002-01-30,9.171400
2002-01-31,9.197400
2002-02-01,9.146300
2002-02-04,9.154400
2002-02-06,9.162700
2002-02-07,9.129400
2002-02-08,9.138100
2002-02-11,9.146500
2002-02-12,9.078700
2002-02-13,9.089600
2002-02-14,9.060700
2002-02-15,9.083800
2002-02-18,9.065200
2002-02-19,9.063800
2002-02-20,9.069000
2002-02-21,9.085800
2002-02-22,9.075700
2002-02-25,9.106100
2002-02-26,9.083100
2002-02-27,9.081500
2002-02-28,9.091900
2002-03-01,9.130300
2002-03-04,9.095700
2002-03-05,9.072300
2002-03-06,9.077000
2002-03-07,9.079700
2002-03-08,9.075300
2002-03-11,9.072800
2002-03-12,9.070300
2002-03-13,9.075300
2002-03-14,9.115300
2002-03-15,9.118200
2002-03-18,9.092900
2002-03-19,9.073300
2002-03-20,9.074200
2002-03-22,9.070700
2002-03-25,9.040300
2002-03-26,9.029800
2002-03-27,9.024300
2002-04-01,9.016000
2002-04-02,9.004900
2002-04-03,8.998000
2002-04-04,9.039800
2002-04-05,9.046800
2002-04-08,9.026600
2002-04-09,9.021700
2002-04-10,9.042200
2002-04-11,9.044600
2002-04-12,9.077100
2002-04-15,9.074900
2002-04-16,9.171400
2002-04-17,9.159700
2002-04-18,9.190400
2002-04-19,9.234500
2002-04-22,9.224700
2002-04-23,9.266300
2002-04-24,9.269800
2002-04-25,9.290800
2002-04-26,9.352800
2002-04-29,9.319600
2002-04-30,9.354200
2002-05-02,9.372000
2002-05-03,9.417000
2002-05-06,9.497800
2002-05-07,9.491300
2002-05-08,9.482800
2002-05-09,9.417000
2002-05-10,9.446300
2002-05-13,9.510200
2002-05-14,9.493300
2002-05-15,9.520400
2002-05-16,9.471700
2002-05-17,9.486300
2002-05-20,9.471000
2002-05-21,9.491000
2002-05-22,9.513300
2002-05-23,9.524500
2002-05-24,9.516500
2002-05-27,9.558500
2002-05-28,9.570000
2002-05-29,9.558600
2002-05-30,9.613400
2002-05-31,9.714800
2002-06-03,9.656200
2002-06-04,9.639800
2002-06-05,9.706000
2002-06-06,9.734500
2002-06-07,9.776000
2002-06-10,9.741200
2002-06-11,9.699300
2002-06-12,9.660700
2002-06-13,9.703500
2002-06-14,9.653200
2002-06-17,9.668400
2002-06-18,9.607800
2002-06-19,9.625800
2002-06-20,9.698300
2002-06-21,9.767600
2002-06-24,9.947300
2002-06-25,9.936000
2002-06-26,9.820300
2002-06-27,9.999800
2002-06-28,9.961500
2002-07-01,9.956800
2002-07-02,9.928300
2002-07-03,9.961200
2002-07-04,9.967000
2002-07-05,9.950200
2002-07-08,9.903400
2002-07-09,9.922300
2002-07-10,9.855200
2002-07-11,9.833800
2002-07-12,9.797900
2002-07-15,9.707200
2002-07-16,9.752200
2002-07-17,9.734500
2002-07-18,9.646800
2002-07-19,9.646200
2002-07-22,9.705300
2002-07-23,9.628500
2002-07-24,9.613000
2002-07-25,9.701800
2002-07-26,9.715800
2002-07-29,9.765200
2002-07-30,9.694400
2002-07-31,9.741000
2002-08-01,9.786100
2002-08-02,9.876900
2002-08-05,9.841200
2002-08-06,9.792800
2002-08-07,9.747300
2002-08-08,9.734800
2002-08-09,9.733500
2002-08-12,9.764000
2002-08-13,9.840200
2002-08-14,9.951200
2002-08-15,9.966800
2002-08-16,9.929200
2002-08-19,9.864300
2002-08-20,9.774700
2002-08-21,9.771300
2002-08-22,9.785400
2002-08-23,9.838800
2002-08-26,9.848800
2002-08-27,9.826700
2002-08-28,9.854300
2002-08-29,9.899000
2002-08-30,9.919300
2002-09-02,9.910900
2002-09-03,9.918700
2002-09-04,9.978900
2002-09-05,10.015400
2002-09-06,10.008600
2002-09-09,9.962100
2002-09-10,9.960500
2002-09-11,9.951100
2002-09-12,9.965400
2002-09-13,10.002300
2002-09-17,9.967400
2002-09-18,9.965800
2002-09-19,10.011600
2002-09-20,10.062800
2002-09-23,10.226500
2002-09-24,10.357800
2002-09-25,10.242500
2002-09-26,10.256500
2002-09-27,10.166700
2002-09-30,10.176700
2002-10-01,10.229900
2002-10-02,10.157300
2002-10-03,10.124800
2002-10-04,10.139800
2002-10-07,10.184000
2002-10-08,10.215400
2002-10-09,10.157500
2002-10-10,10.204800
2002-10-11,10.219500
2002-10-14,10.159200
2002-10-15,10.108400
2002-10-16,10.068300
2002-10-17,10.075700
2002-10-18,9.998800
2002-10-21,9.984200
2002-10-22,9.938300
2002-10-23,9.972300
2002-10-24,10.007900
2002-10-25,9.946800
2002-10-28,9.981600
2002-10-29,10.000300
2002-10-30,10.159300
2002-10-31,10.226300
2002-11-01,10.155200
2002-11-04,10.199200
2002-11-05,10.182000
2002-11-06,10.209900
2002-11-07,10.169800
2002-11-08,10.242800
2002-11-11,10.295300
2002-11-12,10.333400
2002-11-13,10.344700
2002-11-14,10.278700
2002-11-15,10.209200
2002-11-18,10.248400
2002-11-19,10.176000
2002-11-21,10.163500
2002-11-22,10.087400
2002-11-25,10.133300
2002-11-26,10.106500
2002-11-27,10.153500
2002-11-28,10.149600
2002-11-29,10.119300
2002-12-02,10.146500
2002-12-03,10.103600
2002-12-04,10.142100
2002-12-05,10.228700
2002-12-06,10.245200
2002-12-09,10.272400
2002-12-10,10.185200
2002-12-11,10.174400
2002-12-13,10.178500
2002-12-16,10.185000
2002-12-17,10.196600
2002-12-18,10.205300
2002-12-19,10.252600
2002-12-20,10.192000
2002-12-23,10.183600
2002-12-24,10.190700
2002-12-26,10.201400
2002-12-27,10.247900
2002-12-30,10.312500
2003-01-02,10.439300
2003-01-03,10.362600
2003-01-06,10.385600
2003-01-07,10.419500
2003-01-08,10.328000
2003-01-09,10.361700
2003-01-10,10.411200
2003-01-13,10.467200
2003-01-14,10.536800
2003-01-15,10.527400
2003-01-16,10.487500
2003-01-17,10.508300
2003-01-20,10.590000
2003-01-21,10.622200
2003-01-22,10.686600
2003-01-23,10.826300
2003-01-24,10.770800
2003-01-27,10.826700
2003-01-28,10.887500
2003-01-29,10.884200
2003-01-30,10.986300
2003-01-31,10.863600
2003-02-03,10.906900
2003-02-04,10.883300
2003-02-06,10.982200
2003-02-07,10.873100
2003-02-10,10.897900
2003-02-11,10.994800
2003-02-12,10.940000
2003-02-13,10.983200
2003-02-14,10.972300
2003-02-17,10.882300
2003-02-18,10.766700
2003-02-19,10.772200
2003-02-20,10.840000
2003-02-21,10.899800
2003-02-24,10.979800
2003-02-25,10.981500
2003-02-26,11.058400
2003-02-27,11.032900
2003-02-28,11.033300
2003-03-03,11.032400
2003-03-04,10.990200
2003-03-05,11.136700
2003-03-06,11.192700
2003-03-07,11.225000
2003-03-10,11.106400
2003-03-11,11.099800
2003-03-12,11.005200
2003-03-13,10.907300
2003-03-14,10.817300
2003-03-17,10.848100
2003-03-18,10.871300
2003-03-19,10.814700
2003-03-20,10.863300
2003-03-24,10.873400
2003-03-25,10.800800
2003-03-26,10.720000
2003-03-27,10.749800
2003-03-28,10.767100
2003-03-31,10.669800
2003-04-01,10.788900
2003-04-02,10.736200
2003-04-03,10.667600
2003-04-04,10.661900
2003-04-07,10.682300
2003-04-08,10.689600
2003-04-09,10.739800
2003-04-10,10.754100
2003-04-11,10.765100
2003-04-14,10.702000
2003-04-15,10.610200
2003-04-16,10.639800
2003-04-21,10.622500
2003-04-22,10.554500
2003-04-23,10.552500
2003-04-24,10.514700
2003-04-25,10.434800
2003-04-28,10.431800
2003-04-29,10.430400
2003-04-30,10.345000
2003-05-02,10.300000
2003-05-05,10.200300
2003-05-06,10.181700
2003-05-07,10.267800
2003-05-08,10.211500
2003-05-09,10.170000
2003-05-12,10.106800
2003-05-13,10.177300
2003-05-14,10.160500
2003-05-15,10.142800
2003-05-16,10.292700
2003-05-19,10.376000
2003-05-20,10.349800
2003-05-21,10.266300
2003-05-22,10.253000
2003-05-23,10.238300
2003-05-26,10.247300
2003-05-27,10.251900
2003-05-28,10.316600
2003-05-29,10.406300
2003-05-30,10.320500
2003-06-02,10.337700
2003-06-03,10.240200
2003-06-04,10.259800
2003-06-05,10.388200
2003-06-06,10.559800
2003-06-09,10.560800
2003-06-10,10.743100
2003-06-11,10.714500
2003-06-12,10.611900
2003-06-13,10.577500
2003-06-16,10.594600
2003-06-17,10.498300
2003-06-18,10.501400
2003-06-19,10.588300
2003-06-20,10.485800
2003-06-23,10.466900
2003-06-24,10.479600
2003-06-25,10.518800
2003-06-26,10.473400
2003-06-27,10.480800
2003-06-30,10.417600
2003-07-01,10.437000
2003-07-02,10.449500
2003-07-03,10.477900
2003-07-04,10.447000
2003-07-07,10.408700
2003-07-08,10.394600
2003-07-09,10.543000
2003-07-10,10.479500
2003-07-11,10.448200
2003-07-14,10.421300
2003-07-15,10.382100
2003-07-16,10.430800
2003-07-17,10.407900
2003-07-18,10.349000
2003-07-21,10.360000
2003-07-22,10.410500
2003-07-23,10.436200
2003-07-24,10.516000
2003-07-25,10.520300
2003-07-28,10.509500
2003-07-29,10.464500
2003-07-30,10.487800
2003-07-31,10.487000
2003-08-01,10.524300
2003-08-04,10.599700
2003-08-05,10.586400
2003-08-06,10.711700
2003-08-07,10.705800
2003-08-08,10.700100
2003-08-11,10.662300
2003-08-12,10.690900
2003-08-13,10.744800
2003-08-14,10.756200
2003-08-15,10.696100
2003-08-18,10.727300
2003-08-19,10.723000
2003-08-20,10.800700
2003-08-21,10.837900
2003-08-22,10.850700
2003-08-25,10.861500
2003-08-26,10.875300
2003-08-27,10.911800
2003-08-28,10.933700
2003-08-29,10.980600
2003-09-01,11.047500
2003-09-02,11.046000
2003-09-03,11.031300
2003-09-04,10.938600
2003-09-05,10.857500
2003-09-08,10.862000
2003-09-09,10.918500
2003-09-10,11.023300
2003-09-11,10.950200
2003-09-12,10.973700
2003-09-15,10.979300
2003-09-17,10.971300
2003-09-18,10.905400
2003-09-19,10.916300
2003-09-22,10.895500
2003-09-23,10.827500
2003-09-24,10.774100
2003-09-25,10.797500
2003-09-26,10.811500
2003-09-29,10.927200
2003-09-30,11.044600
2003-10-01,11.013300
2003-10-02,10.961400
2003-10-03,11.160300
2003-10-06,11.247300
2003-10-07,11.219300
2003-10-08,11.292300
2003-10-09,11.249000
2003-10-10,11.235600
2003-10-13,11.194600
2003-10-14,11.185300
2003-10-15,11.234700
2003-10-16,11.178500
2003-10-17,11.247200
2003-10-20,11.280200
2003-10-21,11.174800
2003-10-22,11.139700
2003-10-23,11.217800
2003-10-24,11.181000
2003-10-27,11.178400
2003-10-28,11.106800
2003-10-29,11.069300
2003-10-30,11.107800
2003-10-31,11.105800
2003-11-03,11.052500
2003-11-04,10.988100
2003-11-05,10.999800
2003-11-06,10.982900
2003-11-07,10.990300
2003-11-10,10.968800
2003-11-11,11.009700
2003-11-12,10.958200
2003-11-13,11.058200
2003-11-14,11.175700
2003-11-17,11.144200
2003-11-18,11.182300
2003-11-19,11.164300
2003-11-21,11.209400
2003-11-24,11.205800
2003-11-25,11.287900
2003-11-26,11.339800
2003-11-27,11.352200
2003-11-28,11.338500
2003-12-01,11.398500
2003-12-02,11.378300
2003-12-03,11.353500
2003-12-04,11.249600
2003-12-05,11.222400
2003-12-08,11.195900
2003-12-09,11.239100
2003-12-10,11.163500
2003-12-11,11.214500
2003-12-15,11.187700
2003-12-16,11.272800
2003-12-17,11.306100
2003-12-18,11.267600
2003-12-19,11.219300
2003-12-22,11.229500
2003-12-23,11.285500
2003-12-24,11.269600
2003-12-26,11.274400
2003-12-29,11.218000
2003-12-30,11.236000
2004-01-02,11.237200
2004-01-05,11.088500
2004-01-06,10.980500
2004-01-07,10.968600
2004-01-08,10.904400
2004-01-09,10.884700
2004-01-12,10.837600
2004-01-13,10.818000
2004-01-14,10.836900
2004-01-15,10.823100
2004-01-16,10.851400
2004-01-19,10.817200
2004-01-20,10.826400
2004-01-21,10.847000
2004-01-22,10.952100
2004-01-23,11.001200
2004-01-26,10.962000
2004-01-27,10.917800
2004-01-28,10.878900
2004-01-29,10.914500
2004-01-30,11.084300
2004-02-02,11.021400
2004-02-03,10.954500
2004-02-04,11.082000
2004-02-06,11.060800
2004-02-09,11.130500
2004-02-10,11.103900
2004-02-11,11.106900
2004-02-12,10.986600
2004-02-13,10.962600
2004-02-16,10.962700
2004-02-17,10.943400
2004-02-18,10.933700
2004-02-19,10.905800
2004-02-20,10.968800
2004-02-23,10.942300
2004-02-24,10.943700
2004-02-25,11.055800
2004-02-26,11.093200
2004-02-27,11.071500
2004-03-01,11.060600
2004-03-02,10.979400
2004-03-03,10.962300
2004-03-04,11.030100
2004-03-05,10.995500
2004-03-08,10.939300
2004-03-09,10.932900
2004-03-10,10.969500
2004-03-11,10.936800
2004-03-12,10.963300
2004-03-15,10.963800
2004-03-16,10.962100
2004-03-17,11.039000
2004-03-18,10.998800
2004-03-19,11.012800
2004-03-22,10.986300
2004-03-23,10.973700
2004-03-24,10.969500
2004-03-25,10.991500
2004-03-26,11.013000
2004-03-29,11.057800
2004-03-30,11.154000
2004-03-31,11.210300
2004-04-01,11.174800
2004-04-02,11.182800
2004-04-05,11.181500
2004-04-06,11.159800
2004-04-07,11.163100
2004-04-12,11.223300
2004-04-13,11.221100
2004-04-14,11.270200
2004-04-15,11.284800
2004-04-16,11.270000
2004-04-19,11.252500
2004-04-20,11.251000
2004-04-21,11.306500
2004-04-22,11.311900
2004-04-23,11.325600
2004-04-26,11.343300
2004-04-27,11.288100
2004-04-28,11.310900
2004-04-29,11.338700
2004-04-30,11.406800
2004-05-03,11.409300
2004-05-04,11.431000
2004-05-05,11.410500
2004-05-06,11.388700
2004-05-07,11.435800
2004-05-10,11.527200
2004-05-11,11.632800
2004-05-12,11.632500
2004-05-13,11.624600
2004-05-14,11.628100
2004-05-17,11.571300
2004-05-18,11.528200
2004-05-19,11.493300
2004-05-20,11.544800
2004-05-21,11.573500
2004-05-24,11.567300
2004-05-25,11.560800
2004-05-26,11.476000
2004-05-27,11.455600
2004-05-28,11.451500
2004-05-31,11.412800
2004-06-01,11.414700
2004-06-02,11.484500
2004-06-03,11.426500
2004-06-04,11.437300
2004-06-07,11.422400
2004-06-08,11.349800
2004-06-09,11.339700
2004-06-10,11.380800
2004-06-11,11.366000
2004-06-14,11.368900
2004-06-15,11.432700
2004-06-16,11.425900
2004-06-17,11.399100
2004-06-18,11.352300
2004-06-21,11.331200
2004-06-22,11.314300
2004-06-23,11.307700
2004-06-24,11.342500
2004-06-25,11.300400
2004-06-28,11.317500
2004-06-29,11.411600
2004-06-30,11.529700
2004-07-01,11.525800
2004-07-02,11.492200
2004-07-05,11.476300
2004-07-06,11.443200
2004-07-07,11.494800
2004-07-08,11.467000
2004-07-09,11.531500
2004-07-12,11.515200
2004-07-13,11.500900
2004-07-14,11.494900
2004-07-15,11.455200
2004-07-16,11.490900
2004-07-19,11.435200
2004-07-20,11.378500
2004-07-21,11.395400
2004-07-22,11.460000
2004-07-23,11.446300
2004-07-26,11.434000
2004-07-27,11.458200
2004-07-28,11.511100
2004-07-29,11.480100
2004-07-30,11.430200
2004-08-02,11.407900
2004-08-03,11.425300
2004-08-04,11.405200
2004-08-05,11.452700
2004-08-06,11.457000
2004-08-09,11.412400
2004-08-10,11.377600
2004-08-11,11.394300
2004-08-12,11.443600
2004-08-13,11.441400
2004-08-16,11.404800
2004-08-17,11.384800
2004-08-18,11.348100
2004-08-19,11.347200
2004-08-20,11.355000
2004-08-23,11.345300
2004-08-24,11.376400
2004-08-25,11.385900
2004-08-26,11.371200
2004-08-27,11.366000
2004-08-30,11.373900
2004-08-31,11.423100
2004-09-01,11.380700
2004-09-02,11.414500
2004-09-03,11.472500
2004-09-06,11.527900
2004-09-06,11.519300
2004-09-08,11.568900
2004-09-09,11.589500
2004-09-10,11.571700
2004-09-13,11.600500
2004-09-14,11.576000
2004-09-15,11.585100
2004-09-17,11.533300
2004-09-20,11.477400
2004-09-21,11.455700
2004-09-22,11.429400
2004-09-23,11.401200
2004-09-24,11.418000
2004-09-27,11.410700
2004-09-28,11.434800
2004-09-29,11.410600
2004-09-30,11.428800
2004-10-01,11.388400
2004-10-04,11.350300
2004-10-05,11.350200
2004-10-06,11.314900
2004-10-07,11.274500
2004-10-08,11.287400
2004-10-11,11.240600
2004-10-12,11.244900
2004-10-13,11.286500
2004-10-14,11.302100
2004-10-15,11.319500
2004-10-18,11.454000
2004-10-19,11.506800
2004-10-20,11.450700
2004-10-21,11.454800
2004-10-22,11.472200
2004-10-25,11.442400
2004-10-26,11.515000
2004-10-27,11.517800
2004-10-28,11.511800
2004-10-29,11.529300
2004-11-01,11.539000
2004-11-02,11.533100
2004-11-03,11.499700
2004-11-04,11.424800
2004-11-05,11.411800
2004-11-08,11.403100
2004-11-09,11.395300
2004-11-10,11.446500
2004-11-11,11.429900
2004-11-12,11.399700
2004-11-15,11.381000
2004-11-16,11.358300
2004-11-17,11.350800
2004-11-18,11.327100
2004-11-19,11.333500
2004-11-22,11.363700
2004-11-23,11.394900
2004-11-24,11.344700
2004-11-25,11.279700
2004-11-26,11.271300
2004-11-29,11.247000
2004-11-30,11.266000
2004-12-01,11.237300
2004-12-02,11.171300
2004-12-03,11.145300
2004-12-06,11.121300
2004-12-07,11.135500
2004-12-08,11.170400
2004-12-09,11.273800
2004-12-10,11.291000
2004-12-13,11.334300
2004-12-14,11.304500
2004-12-15,11.290300
2004-12-16,11.202800
2004-12-17,11.231600
2004-12-20,11.240300
2004-12-21,11.155500
2004-12-22,11.187300
2004-12-23,11.181400
2004-12-24,11.136300
2004-12-27,11.150000
2004-12-28,11.134800
2004-12-29,11.204200
2004-12-30,11.264800
2004-12-31,11.218300
2005-01-03,11.149500
2005-01-04,11.200700
2005-01-05,11.308700
2005-01-06,11.341800
2005-01-07,11.401800
2005-01-10,11.364300
2005-01-11,11.266700
2005-01-12,11.220900
2005-01-13,11.176100
2005-01-14,11.185800
2005-01-17,11.233900
2005-01-18,11.233900
2005-01-19,11.249500
2005-01-20,11.232800
2005-01-21,11.251500
2005-01-24,11.250500
2005-01-25,11.235300
2005-01-26,11.289000
2005-01-27,11.263200
2005-01-28,11.299100
2005-01-31,11.261300
2005-02-01,11.214100
2005-02-02,11.171400
2005-02-03,11.167000
2005-02-04,11.168300
2005-02-07,11.141400
2005-02-08,11.190900
2005-02-09,11.215200
2005-02-10,11.191900
2005-02-11,11.153300
2005-02-14,11.153200
2005-02-15,11.155800
2005-02-16,11.153500
2005-02-17,11.162500
2005-02-18,11.138900
2005-02-21,11.073200
2005-02-21,11.073200
2005-02-22,11.068000
2005-02-22,11.068000
2005-02-23,11.048700
2005-02-24,11.080700
2005-02-25,11.095500
2005-02-28,11.108600
2005-03-01,11.096500
2005-03-02,11.104000
2005-03-03,11.107300
2005-03-04,11.083700
2005-03-07,11.045800
2005-03-08,11.034900
2005-03-09,10.979000
2005-03-10,11.018100
2005-03-11,11.032400
2005-03-14,11.022300
2005-03-15,11.135000
2005-03-16,11.203800
2005-03-17,11.227600
2005-03-18,11.219300
2005-03-22,11.175900
2005-03-23,11.189800
2005-03-28,11.250500
2005-03-29,11.322800
2005-03-30,11.294200
2005-03-31,11.229300
2005-04-01,11.178300
2005-04-04,11.189300
2005-04-05,11.217500
2005-04-06,11.217600
2005-04-07,11.230700
2005-04-08,11.194500
2005-04-11,11.158300
2005-04-12,11.087900
2005-04-13,11.115500
2005-04-14,11.061500
2005-04-15,11.103200
2005-04-18,11.102100
2005-04-19,11.129000
2005-04-20,11.077600
2005-04-21,11.061400
2005-04-22,11.041000
2005-04-25,11.036100
2005-04-26,11.057100
2005-04-27,11.059500
2005-04-28,11.103300
2005-04-29,11.115900
2005-05-02,11.083200
2005-05-03,11.027100
2005-05-04,11.028400
2005-05-05,10.982000
2005-05-06,10.948700
2005-05-09,10.943300
2005-05-10,10.969300
2005-05-11,11.008200
2005-05-12,11.032300
2005-05-13,11.018900
2005-05-16,11.029000
2005-05-17,11.037600
2005-05-18,10.996300
2005-05-19,10.966800
2005-05-20,10.928300
2005-05-23,10.971500
2005-05-24,10.953300
2005-05-25,10.980100
2005-05-26,10.937200
2005-05-27,10.964500
2005-05-30,10.903000
2005-05-31,10.869900
2005-06-01,10.916000
2005-06-02,10.844200
2005-06-03,10.814400
2005-06-06,10.817900
2005-06-07,10.879200
2005-06-08,10.869500
2005-06-09,10.849400
2005-06-10,10.886800
2005-06-13,10.864800
2005-06-14,10.868000
2005-06-15,10.839200
2005-06-16,10.833200
2005-06-17,10.800700
2005-06-20,10.791300
2005-06-21,10.834200
2005-06-22,10.798200
2005-06-23,10.761000
2005-06-24,10.789700
2005-06-27,10.764200
2005-06-28,10.812700
2005-06-29,10.842800
2005-06-30,10.764500
