Date		Value
13-11-1991	3.073500
14-11-1991	3.071200
15-11-1991	3.071800
18-11-1991	3.068400
19-11-1991	3.067300
21-11-1991	3.066100
22-11-1991	3.063200
25-11-1991	3.061200
26-11-1991	3.062200
27-11-1991	3.076000
28-11-1991	3.073100
29-11-1991	3.067700
02-12-1991	3.067200
03-12-1991	3.066200
04-12-1991	3.066600
05-12-1991	3.066000
06-12-1991	3.065400
09-12-1991	3.064300
10-12-1991	3.062500
11-12-1991	3.062200
13-12-1991	3.062300
16-12-1991	3.062200
17-12-1991	3.075300
18-12-1991	3.075600
19-12-1991	3.076000
20-12-1991	3.074800
23-12-1991	3.077400
24-12-1991	3.083700
26-12-1991	3.084100
27-12-1991	3.071000
30-12-1991	3.073900
02-01-1992	3.078000
03-01-1992	3.075300
06-01-1992	3.074400
07-01-1992	3.069500
08-01-1992	3.066500
09-01-1992	3.066300
10-01-1992	3.066200
13-01-1992	3.066800
14-01-1992	3.066100
15-01-1992	3.064200
16-01-1992	3.064600
17-01-1992	3.067900
20-01-1992	3.065700
21-01-1992	3.063100
22-01-1992	3.062500
23-01-1992	3.061700
24-01-1992	3.073600
27-01-1992	3.079100
29-01-1992	3.065900
30-01-1992	3.066000
31-01-1992	3.068500
03-02-1992	3.067300
04-02-1992	3.065600
06-02-1992	3.064500
07-02-1992	3.064800
10-02-1992	3.064500
11-02-1992	3.067400
12-02-1992	3.064400
13-02-1992	3.063300
14-02-1992	3.064000
17-02-1992	3.063400
18-02-1992	3.062100
19-02-1992	3.061800
20-02-1992	3.060800
21-02-1992	3.062100
24-02-1992	3.061000
25-02-1992	3.062100
26-02-1992	3.060900
27-02-1992	3.060800
28-02-1992	3.060800
02-03-1992	3.060900
03-03-1992	3.061100
04-03-1992	3.062500
05-03-1992	3.060600
06-03-1992	3.060900
09-03-1992	3.060800
10-03-1992	3.061200
11-03-1992	3.061200
12-03-1992	3.060800
13-03-1992	3.061000
16-03-1992	3.062200
17-03-1992	3.060900
18-03-1992	3.061800
19-03-1992	3.067900
20-03-1992	3.073800
23-03-1992	3.068800
24-03-1992	3.069300
25-03-1992	3.070600
26-03-1992	3.079500
27-03-1992	3.090200
30-03-1992	3.083500
31-03-1992	3.068300
01-04-1992	3.062000
02-04-1992	3.060900
03-04-1992	3.060900
06-04-1992	3.060900
07-04-1992	3.060900
08-04-1992	3.060800
09-04-1992	3.065600
10-04-1992	3.069500
13-04-1992	3.065700
14-04-1992	3.062500
15-04-1992	3.065000
20-04-1992	3.067000
21-04-1992	3.063600
22-04-1992	3.067100
23-04-1992	3.082800
24-04-1992	3.085600
27-04-1992	3.075800
28-04-1992	3.076500
29-04-1992	3.079000
30-04-1992	3.079400
04-05-1992	3.078600
06-05-1992	3.081600
07-05-1992	3.088500
08-05-1992	3.100000
11-05-1992	3.110800
12-05-1992	3.096800
13-05-1992	3.086300
14-05-1992	3.088500
15-05-1992	3.109400
18-05-1992	3.103900
19-05-1992	3.097400
20-05-1992	3.102400
21-05-1992	3.105000
22-05-1992	3.105600
25-05-1992	3.103000
26-05-1992	3.102600
27-05-1992	3.107900
28-05-1992	3.113400
29-05-1992	3.116800
01-06-1992	3.115000
02-06-1992	3.110600
03-06-1992	3.117600
04-06-1992	3.118500
05-06-1992	3.117900
08-06-1992	3.113100
09-06-1992	3.114600
10-06-1992	3.117600
11-06-1992	3.116900
12-06-1992	3.119100
15-06-1992	3.119100
16-06-1992	3.119300
17-06-1992	3.121000
18-06-1992	3.122000
19-06-1992	3.120300
22-06-1992	3.116800
23-06-1992	3.121600
24-06-1992	3.122200
25-06-1992	3.122500
26-06-1992	3.122500
29-06-1992	3.122500
30-06-1992	3.122900
01-07-1992	3.123000
02-07-1992	3.122400
03-07-1992	3.120400
06-07-1992	3.117900
07-07-1992	3.118300
08-07-1992	3.116600
09-07-1992	3.117000
10-07-1992	3.109900
13-07-1992	3.118000
14-07-1992	3.115600
15-07-1992	3.117400
16-07-1992	3.118400
17-07-1992	3.117500
20-07-1992	3.114900
21-07-1992	3.116600
22-07-1992	3.115600
23-07-1992	3.112500
24-07-1992	3.111300
27-07-1992	3.110000
28-07-1992	3.113900
29-07-1992	3.116100
30-07-1992	3.114100
31-07-1992	3.111300
03-08-1992	3.112400
04-08-1992	3.109400
05-08-1992	3.107100
06-08-1992	3.108400
07-08-1992	3.102100
10-08-1992	3.102000
11-08-1992	3.098400
12-08-1992	3.088100
13-08-1992	3.075900
14-08-1992	3.073300
17-08-1992	3.076800
18-08-1992	3.086900
19-08-1992	3.087600
20-08-1992	3.085300
21-08-1992	3.081400
24-08-1992	3.083600
25-08-1992	3.085500
26-08-1992	3.081000
27-08-1992	3.078900
28-08-1992	3.081000
31-08-1992	3.081000
01-09-1992	3.076500
02-09-1992	3.071500
03-09-1992	3.069400
04-09-1992	3.069900
07-09-1992	3.068100
08-09-1992	3.063800
09-09-1992	3.063600
10-09-1992	3.063000
11-09-1992	3.076800
14-09-1992	3.094800
15-09-1992	3.094100
17-09-1992	3.092600
18-09-1992	3.091600
21-09-1992	3.086400
22-09-1992	3.088400
23-09-1992	3.111100
24-09-1992	3.120800
25-09-1992	3.104000
28-09-1992	3.107100
29-09-1992	3.116100
30-09-1992	3.113100
01-10-1992	3.019000
02-10-1992	3.111000
05-10-1992	3.114500
06-10-1992	3.113000
07-10-1992	3.113700
08-10-1992	3.111900
09-10-1992	3.115100
13-10-1992	3.113800
14-10-1992	3.121900
15-10-1992	3.136000
16-10-1992	3.134400
19-10-1992	3.134000
20-10-1992	3.142900
21-10-1992	3.135500
22-10-1992	3.128500
23-10-1992	3.125200
26-10-1992	3.119000
27-10-1992	3.118100
28-10-1992	3.136400
29-10-1992	3.132100
30-10-1992	3.130900
03-11-1992	3.125600
04-11-1992	3.125800
05-11-1992	3.127100
06-11-1992	3.125300
09-11-1992	3.118800
10-11-1992	3.124900
11-11-1992	3.119700
12-11-1992	3.114800
13-11-1992	3.115600
16-11-1992	3.113000
17-11-1992	3.119500
18-11-1992	3.116800
19-11-1992	3.115000
23-11-1992	3.114300
24-11-1992	3.119400
25-11-1992	3.119300
26-11-1992	3.113800
27-11-1992	3.115900
30-11-1992	3.114900
01-12-1992	3.114100
02-12-1992	3.117000
03-12-1992	3.116000
04-12-1992	3.113900
07-12-1992	3.115800
08-12-1992	3.117600
09-12-1992	3.113200
10-12-1992	3.112800
11-12-1992	3.111700
14-12-1992	3.113700
15-12-1992	3.116900
16-12-1992	3.137200
17-12-1992	3.135200
18-12-1992	3.120400
21-12-1992	3.120500
22-12-1992	3.117900
23-12-1992	3.124500
24-12-1992	3.119500
28-12-1992	3.113400
29-12-1992	3.115400
30-12-1992	3.123000
04-01-1993	3.120900
05-01-1993	3.117000
06-01-1993	3.118000
07-01-1993	3.112400
08-01-1993	3.106300
11-01-1993	3.110800
12-01-1993	3.116900
13-01-1993	3.109600
14-01-1993	3.113000
15-01-1993	3.113000
18-01-1993	3.110300
19-01-1993	3.109500
20-01-1993	3.108200
21-01-1993	3.105100
22-01-1993	3.105100
25-01-1993	3.104400
26-01-1993	3.104400
27-01-1993	3.098900
28-01-1993	3.093900
29-01-1993	3.103000
01-02-1993	3.114000
02-02-1993	3.101900
03-02-1993	3.099900
04-02-1993	3.101700
08-02-1993	3.101200
09-02-1993	3.098100
10-02-1993	3.097700
11-02-1993	3.097500
12-02-1993	3.100900
15-02-1993	3.096700
16-02-1993	3.100000
17-02-1993	3.097700
18-02-1993	3.098600
19-02-1993	3.094300
22-02-1993	3.095000
23-02-1993	3.094000
24-02-1993	3.093900
25-02-1993	3.093800
26-02-1993	3.097400
01-03-1993	3.098700
02-03-1993	3.093900
03-03-1993	3.093900
04-03-1993	3.094800
05-03-1993	3.096100
08-03-1993	3.101000
09-03-1993	3.102100
10-03-1993	3.113000
11-03-1993	3.117400
12-03-1993	3.119700
15-03-1993	3.119600
16-03-1993	3.118200
17-03-1993	3.120000
18-03-1993	3.119000
19-03-1993	3.116900
22-03-1993	3.112400
23-03-1993	3.117200
24-03-1993	3.114900
25-03-1993	3.111900
26-03-1993	3.111400
29-03-1993	3.104900
30-03-1993	3.097600
31-03-1993	3.093700
01-04-1993	3.093700
02-04-1993	3.094000
05-04-1993	3.093700
06-04-1993	3.093700
07-04-1993	3.094000
12-04-1993	3.098500
13-04-1993	3.096200
14-04-1993	3.100700
15-04-1993	3.098900
16-04-1993	3.094000
19-04-1993	3.094000
20-04-1993	3.093600
21-04-1993	3.093500
22-04-1993	3.093400
23-04-1993	3.093700
26-04-1993	3.094600
27-04-1993	3.097600
28-04-1993	3.096100
29-04-1993	3.102200
30-04-1993	3.115200
03-05-1993	3.113900
04-05-1993	3.107900
06-05-1993	3.124600
07-05-1993	3.132900
10-05-1993	3.133500
11-05-1993	3.130900
12-05-1993	3.135500
13-05-1993	3.129100
14-05-1993	3.131000
17-05-1993	3.128900
18-05-1993	3.127000
19-05-1993	3.116900
20-05-1993	3.113200
21-05-1993	3.110900
24-05-1993	3.109700
25-05-1993	3.117200
26-05-1993	3.124200
27-05-1993	3.129400
28-05-1993	3.122700
31-05-1993	3.122400
01-06-1993	3.119000
02-06-1993	3.126400
03-06-1993	3.121900
04-06-1993	3.125000
07-06-1993	3.125100
08-06-1993	3.125600
09-06-1993	3.132100
10-06-1993	3.126900
11-06-1993	3.128200
14-06-1993	3.121000
15-06-1993	3.122200
16-06-1993	3.116600
17-06-1993	3.119900
18-06-1993	3.117100
21-06-1993	3.116900
22-06-1993	3.113900
23-06-1993	3.116600
24-06-1993	3.115700
25-06-1993	3.116000
28-06-1993	3.119500
29-06-1993	3.121200
30-06-1993	3.118600
01-07-1993	3.118000
02-07-1993	3.129200
05-07-1993	3.122400
06-07-1993	3.122400
07-07-1993	3.122400
08-07-1993	3.123600
09-07-1993	3.126100
12-07-1993	3.124600
13-07-1993	3.129400
14-07-1993	3.128400
15-07-1993	3.123500
16-07-1993	3.124200
19-07-1993	3.124400
20-07-1993	3.125500
21-07-1993	3.124100
22-07-1993	3.123000
23-07-1993	3.122900
26-07-1993	3.125100
27-07-1993	3.121000
28-07-1993	3.120900
29-07-1993	3.118900
30-07-1993	3.120400
02-08-1993	3.117900
03-08-1993	3.116200
04-08-1993	3.110700
05-08-1993	3.109700
06-08-1993	3.114900
09-08-1993	3.113700
10-08-1993	3.110000
11-08-1993	3.111000
12-08-1993	3.110000
13-08-1993	3.116500
16-08-1993	3.107900
17-08-1993	3.111000
18-08-1993	3.110400
19-08-1993	3.111900
20-08-1993	3.113100
23-08-1993	3.112400
24-08-1993	3.111200
25-08-1993	3.110900
26-08-1993	3.110400
27-08-1993	3.111700
30-08-1993	3.114500
31-08-1993	3.114200
01-09-1993	3.114200
02-09-1993	3.113700
03-09-1993	3.113900
06-09-1993	3.113900
07-09-1993	3.111700
08-09-1993	3.113000
09-09-1993	3.112400
10-09-1993	3.112700
13-09-1993	3.111900
14-09-1993	3.111900
15-09-1993	3.110900
17-09-1993	3.110800
20-09-1993	3.109300
21-09-1993	3.107300
22-09-1993	3.110000
23-09-1993	3.116300
24-09-1993	3.112400
27-09-1993	3.111400
28-09-1993	3.119900
29-09-1993	3.117800
30-09-1993	3.117800
01-10-1993	3.117900
04-10-1993	3.116300
05-10-1993	3.113100
06-10-1993	3.114800
07-10-1993	3.114200
08-10-1993	3.115600
11-10-1993	3.115800
13-10-1993	3.113600
14-10-1993	3.112900
15-10-1993	3.113500
18-10-1993	3.114000
19-10-1993	3.112300
20-10-1993	3.112500
21-10-1993	3.111500
22-10-1993	3.112000
25-10-1993	3.112500
26-10-1993	3.113500
27-10-1993	3.113500
28-10-1993	3.117600
29-10-1993	3.129300
03-11-1993	3.125900
04-11-1993	3.148100
05-11-1993	3.147600
08-11-1993	3.152000
09-11-1993	3.152000
10-11-1993	3.245000
11-11-1993	3.240000
12-11-1993	3.216300
15-11-1993	3.232500
16-11-1993	3.212500
17-11-1993	3.185000
18-11-1993	3.160800
19-11-1993	3.111400
22-11-1993	3.114800
23-11-1993	3.101000
24-11-1993	3.100300
25-11-1993	3.102100
26-11-1993	3.116800
29-11-1993	3.112500
30-11-1993	3.106500
01-12-1993	3.104200
02-12-1993	3.103400
03-12-1993	3.103700
06-12-1993	3.103600
07-12-1993	3.105200
08-12-1993	3.104700
09-12-1993	3.104700
10-12-1993	3.107500
13-12-1993	3.116900
14-12-1993	3.113000
15-12-1993	3.111800
16-12-1993	3.106500
17-12-1993	3.105300
20-12-1993	3.105500
21-12-1993	3.111400
22-12-1993	3.111100
23-12-1993	3.115500
24-12-1993	3.111000
27-12-1993	3.105900
28-12-1993	3.105600
29-12-1993	3.105900
03-01-1994	3.107100
04-01-1994	3.107500
05-01-1994	3.112900
06-01-1994	3.106000
07-01-1994	3.105700
10-01-1994	3.105700
11-01-1994	3.115000
12-01-1994	3.109800
13-01-1994	3.109400
14-01-1994	3.106100
17-01-1994	3.108800
18-01-1994	3.106100
19-01-1994	3.105800
20-01-1994	3.105600
21-01-1994	3.106000
24-01-1994	3.105500
25-01-1994	3.105600
26-01-1994	3.105800
27-01-1994	3.106400
28-01-1994	3.106300
31-01-1994	3.105900
01-02-1994	3.105400
02-02-1994	3.105000
03-02-1994	3.105300
04-02-1994	3.105600
07-02-1994	3.105600
08-02-1994	3.105600
09-02-1994	3.105800
10-02-1994	3.105500
11-02-1994	3.105000
14-02-1994	3.105000
15-02-1994	3.105500
16-02-1994	3.105000
17-02-1994	3.105500
18-02-1994	3.105300
21-02-1994	3.105700
22-02-1994	3.106100
23-02-1994	3.111000
24-02-1994	3.117900
25-02-1994	3.207500
28-02-1994	3.211300
01-03-1994	3.193300
02-03-1994	3.194400
03-03-1994	3.266300
04-03-1994	3.251300
07-03-1994	3.235500
08-03-1994	3.252000
09-03-1994	3.256500
10-03-1994	3.315000
11-03-1994	3.288800
14-03-1994	3.302500
15-03-1994	3.284900
16-03-1994	3.310600
17-03-1994	3.303300
18-03-1994	3.304300
22-03-1994	3.324800
23-03-1994	3.332600
25-03-1994	3.335300
28-03-1994	3.358600
29-03-1994	3.359800
30-03-1994	3.350000
04-04-1994	3.360600
05-04-1994	3.362600
06-04-1994	3.363000
07-04-1994	3.361500
08-04-1994	3.363000
11-04-1994	3.364200
12-04-1994	3.365400
13-04-1994	3.365700
14-04-1994	3.366000
15-04-1994	3.366600
18-04-1994	3.367000
19-04-1994	3.368200
20-04-1994	3.368600
21-04-1994	3.369000
22-04-1994	3.369400
25-04-1994	3.367900
26-04-1994	3.307300
27-04-1994	3.298000
28-04-1994	3.267300
29-04-1994	3.276300
02-05-1994	3.274800
03-05-1994	3.274800
04-05-1994	3.314500
06-05-1994	3.305300
09-05-1994	3.322300
10-05-1994	3.339600
11-05-1994	3.316300
12-05-1994	3.317300
13-05-1994	3.332500
16-05-1994	3.329800
17-05-1994	3.331900
18-05-1994	3.329000
19-05-1994	3.330900
20-05-1994	3.322000
23-05-1994	3.302000
24-05-1994	3.302500
25-05-1994	3.291900
26-05-1994	3.309300
27-05-1994	3.314800
30-05-1994	3.314500
31-05-1994	3.327600
01-06-1994	3.321400
02-06-1994	3.326900
03-06-1994	3.325300
06-06-1994	3.324300
07-06-1994	3.335000
08-06-1994	3.365000
09-06-1994	3.353500
10-06-1994	3.358800
13-06-1994	3.361300
14-06-1994	3.378400
15-06-1994	3.373400
16-06-1994	3.367300
17-06-1994	3.367500
20-06-1994	3.367500
21-06-1994	3.370300
22-06-1994	3.374300
23-06-1994	3.379000
24-06-1994	3.385500
27-06-1994	3.390300
28-06-1994	3.391800
29-06-1994	3.391800
30-06-1994	3.386500
01-07-1994	3.393800
04-07-1994	3.394500
05-07-1994	3.399000
06-07-1994	3.399400
07-07-1994	3.399800
08-07-1994	3.400200
11-07-1994	3.400600
12-07-1994	3.401800
13-07-1994	3.402200
14-07-1994	3.402600
15-07-1994	3.402500
18-07-1994	3.402000
19-07-1994	3.399800
20-07-1994	3.401100
21-07-1994	3.405200
22-07-1994	3.405600
25-07-1994	3.406000
26-07-1994	3.407200
27-07-1994	3.407800
28-07-1994	3.401900
29-07-1994	3.400600
01-08-1994	3.400600
02-08-1994	3.398900
03-08-1994	3.378900
04-08-1994	3.375300
05-08-1994	3.378100
08-08-1994	3.382900
09-08-1994	3.387000
10-08-1994	3.388200
11-08-1994	3.403000
12-08-1994	3.398000
15-08-1994	3.399600
16-08-1994	3.404800
17-08-1994	3.407800
18-08-1994	3.384500
19-08-1994	3.376900
22-08-1994	3.359300
23-08-1994	3.335800
24-08-1994	3.342800
25-08-1994	3.355500
26-08-1994	3.367100
29-08-1994	3.382600
30-08-1994	3.379400
31-08-1994	3.381500
01-09-1994	3.390300
02-09-1994	3.390800
05-09-1994	3.377800
06-09-1994	3.389600
07-09-1994	3.404000
08-09-1994	3.398300
09-09-1994	3.401400
12-09-1994	3.412300
13-09-1994	3.413400
14-09-1994	3.419900
15-09-1994	3.416800
19-09-1994	3.414500
20-09-1994	3.407800
21-09-1994	3.406800
22-09-1994	3.403000
23-09-1994	3.408800
26-09-1994	3.390500
27-09-1994	3.373300
28-09-1994	3.390800
29-09-1994	3.404000
30-09-1994	3.398000
03-10-1994	3.398300
04-10-1994	3.398400
05-10-1994	3.414300
06-10-1994	3.412800
07-10-1994	3.415900
10-10-1994	3.417500
11-10-1994	3.416000
